classId,className,firstEvent,lastEvent,numStudents,numEvents
108,MATBUS 471 - Fall 2018,2018-09-06 18:33:49.862000 UTC,2019-01-02 20:10:44.237000 UTC,80,142991
311,COMM 101 Online - Winter 2020,2019-11-13 19:02:42.649000 UTC,2020-09-28 18:25:34.140000 UTC,80,134627
744,ACTSC 221 Online - Spring 2021,2021-03-25 14:57:29.177000 UTC,2021-09-08 03:42:33.140000 UTC,80,82378
897,MATH 600 Online - Fall 2021,2021-08-26 12:53:13.993000 UTC,2022-01-03 17:30:47.099000 UTC,80,73485
365,MATH 636 Online - Spring 2020,2020-03-30 15:24:36.102000 UTC,2020-09-01 12:37:47.639000 UTC,80,40080
795,MATBUS 471 - Spring 2021,2021-05-03 17:32:29.999000 UTC,2021-09-08 02:27:19.426000 UTC,79,210757
1050,MATBUS 471 - Spring 2022,2022-05-02 05:17:34.372000 UTC,2022-08-05 15:16:14.835000 UTC,79,132812
913,MNS 101 - Fall 2021,2021-09-13 15:29:22.633000 UTC,2022-01-20 18:00:11.735000 UTC,79,78817
626,CHEM 233L - Winter 2021,2021-01-10 19:39:12.908000 UTC,2021-04-14 22:05:52.818000 UTC,79,43964
21,ACTSC 221 - Fall 2017,2018-09-06 04:19:36.118000 UTC,2019-01-06 17:47:18.530000 UTC,79,31618
1064,CHEM 120L - Spring 2022,2022-05-02 04:25:43.596000 UTC,2022-07-27 15:52:14.478000 UTC,78,50964
974,MATH 106 Winter 2022 (Online),2022-01-26 21:21:07.993000 UTC,2022-04-13 18:08:52.545000 UTC,78,49645
751,CO 480 Online - Spring 2021,2021-05-10 04:37:26.220000 UTC,2021-09-06 01:22:10.514000 UTC,78,37458
1056,AFM 275 - Spring 2022,2022-05-31 18:16:05.823000 UTC,2022-08-14 14:52:04.466000 UTC,78,21077
348,EARTH 238 Lab - Winter 2020,2020-01-14 22:01:41.687000 UTC,2020-04-03 15:35:36.435000 UTC,77,8634
662,MATH 681 Online - Winter 2021,2020-12-28 05:30:09.038000 UTC,2021-04-30 19:10:25.998000 UTC,76,134537
854,MATH 692 Online - Fall 2021,2021-10-13 11:39:02.611000 UTC,2021-12-18 00:55:37.045000 UTC,76,70622
973,MATBUS 471 Winter 2022,2022-01-05 05:24:39.463000 UTC,2022-05-05 04:42:45.332000 UTC,75,190557
954,MATH 681 Online - Winter 2022,2021-12-22 10:26:37.301000 UTC,2022-05-01 19:40:02.534000 UTC,75,166483
464,MATH 217 - Fall 2020,2020-09-08 04:51:09.761000 UTC,2020-12-18 20:14:03.095000 UTC,75,111916
976,ACTSC 232 - Winter 2022,2022-01-05 05:32:34.231000 UTC,2022-04-11 11:35:40.904000 UTC,75,58583
693,PHYS 115 - Spring 2021,2021-05-10 04:35:09.691000 UTC,2021-08-04 19:59:27.454000 UTC,75,51158
621,CHEM 400/CHEM 750 - Fall 2020 Ultrafast Spectroscopy,2020-10-08 23:09:13.208000 UTC,2020-12-13 06:01:15.794000 UTC,75,40423
746,ACTSC 232 Online - Spring 2021,2021-04-28 22:12:56.797000 UTC,2021-09-01 00:19:15.949000 UTC,74,111141
829,CHEM 262L - Fall 2021,2021-09-01 15:04:05.730000 UTC,2021-12-13 20:20:08.081000 UTC,74,89320
576,CHEM 262L - Fall 2020,2020-08-19 21:18:38.352000 UTC,2020-12-24 23:55:48.766000 UTC,74,59512
113,SDS 250R/SWREN 250R - Fall 2018 (Sections 001 and 002),2018-08-22 17:59:53.765000 UTC,2018-12-09 20:51:53.961000 UTC,74,59015
779,MATH 218 Spring 2021,2021-05-10 05:41:22.650000 UTC,2021-08-20 16:39:15.038000 UTC,73,136582
385,MATH 218 Spring 2020,2020-04-30 22:47:56.839000 UTC,2020-09-07 20:21:57.808000 UTC,72,131868
639,ACTSC 221 Online - Winter 2021,2021-01-11 05:20:27.674000 UTC,2021-05-09 11:06:47.587000 UTC,72,99734
174,MATH 674 (Topic 2) Online - Winter 2019,2018-12-11 15:04:33.656000 UTC,2019-05-05 21:07:55.155000 UTC,72,99491
364,MATH 228 Online - Spring 2020,2020-05-07 23:40:17.461000 UTC,2020-08-25 05:19:02.165000 UTC,72,99428
380,Biology for Engineers - Spring 2020,2020-05-11 07:06:37.142000 UTC,2020-07-13 10:23:40.499000 UTC,72,77381
793,CHE 101 - Spring 2021,2021-05-05 16:04:39.211000 UTC,2021-09-08 03:57:18.535000 UTC,72,46949
210,MATH 640 Online - Spring 2019,2019-04-01 14:28:07.016000 UTC,2019-07-30 20:18:23.215000 UTC,72,30818
295,CHEM 262L - Fall 2019,2019-09-05 21:36:48.265000 UTC,2019-12-04 01:24:46.815000 UTC,72,20361
204,AMATH 250 Online - Spring 2019,2019-04-26 16:39:42.501000 UTC,2019-12-17 18:01:32.651000 UTC,71,251196
873,MATH 217 - Fall 2021,2021-09-08 05:40:34.275000 UTC,2021-12-29 04:13:30.390000 UTC,71,126040
794,CHE 161 - Biology for Engineers - Spring 2021,2021-05-10 04:49:21.928000 UTC,2021-09-08 03:21:13.924000 UTC,71,101805
770,PMATH 330 Online - Spring 2021,2021-03-30 22:16:06.425000 UTC,2021-08-20 19:08:38.628000 UTC,71,20183
188,ACTSC 331 - Winter 2019,2019-01-07 12:48:11.694000 UTC,2019-04-11 02:45:01.866000 UTC,71,15586
165,MATH 127 Online - Winter 2019,2018-12-13 17:27:41.576000 UTC,2019-05-10 17:39:08.986000 UTC,70,163496
558,CHEM 262L - Winter 2021,2020-12-18 16:20:33.507000 UTC,2021-04-17 23:23:13.388000 UTC,70,92805
211,MATH 661 Online - Spring 2019,2019-04-17 15:27:53.863000 UTC,2020-01-25 23:30:11.171000 UTC,70,67911
372,EARTH 390 - Winter 2020,2020-02-21 18:58:54.147000 UTC,2021-03-01 18:26:38.019000 UTC,70,29870
1032,MATH 636 Online - Spring 2022,2022-04-12 19:21:38.770000 UTC,2022-08-16 18:06:21.526000 UTC,70,23396
909,CO 250 - Fall 2021,2021-09-08 10:26:13.957000 UTC,2022-01-05 03:33:07.112000 UTC,70,15940
880,MATBUS 471 Fall 2021,2021-08-07 18:58:46.944000 UTC,2022-01-05 04:49:42.034000 UTC,69,164127
669,STAT 221 Online - Winter 2021,2021-01-11 05:20:21.297000 UTC,2021-09-29 20:24:34.987000 UTC,69,107148
831,ACTSC 221 Online - Fall 2021,2021-09-08 04:43:33.853000 UTC,2021-12-16 17:05:20.705000 UTC,69,79085
436,MATH 225 Online - Spring 2020,2020-05-08 20:15:43.981000 UTC,2020-08-26 05:27:58.147000 UTC,69,44458
855,PMATH 330 Online - Fall 2021,2021-09-08 05:17:47.012000 UTC,2021-12-17 14:05:25.561000 UTC,69,32822
366,MATH 640 Online - Spring 2020,2020-03-31 17:49:04.700000 UTC,2020-08-18 01:12:47.390000 UTC,68,54140
842,MATH 106 Online - Fall 2021,2021-09-08 04:32:57.416000 UTC,2021-12-27 23:29:41.076000 UTC,68,51669
434,CHE 231 - Spring 2020,2020-05-19 13:00:13.249000 UTC,2020-08-05 15:25:08.299000 UTC,68,36334
110,MATH 127 Online - Fall 2018,2018-08-16 18:08:17.737000 UTC,2019-11-19 21:24:49.094000 UTC,67,119020
243,GE123_CHE,2019-05-10 16:27:24.375000 UTC,2019-08-14 15:04:45.660000 UTC,67,74502
329,CHEM 140 - Winter 2020 Friday,2019-12-03 19:51:28.023000 UTC,2020-03-26 23:32:53.039000 UTC,67,49647
758,MATH 106 Online - Spring 2021,2021-05-10 04:40:41.359000 UTC,2021-08-14 23:44:04.739000 UTC,67,47032
367,MATH 661 Online - Spring 2020,2020-04-01 15:44:35.579000 UTC,2020-09-06 17:23:52.641000 UTC,66,54762
327,CHEM 140 - Winter 2020 Tuesday,2019-12-02 15:13:10.024000 UTC,2020-03-24 18:03:28.656000 UTC,66,47008
977,CHE 101 - Winter 2022,2022-01-04 13:40:57.452000 UTC,2022-05-02 04:01:18.320000 UTC,66,45970
765,MATH 640 Online - Spring 2021,2021-04-26 04:14:47.794000 UTC,2021-08-25 17:08:54.373000 UTC,66,29436
158,MATH 228 Online - Winter 2019,2018-11-13 16:31:18.304000 UTC,2019-05-04 16:19:19.283000 UTC,65,111581
80,ACTSC 221 - Spring 2018,2018-09-06 12:30:14.654000 UTC,2019-01-06 19:30:30.645000 UTC,65,69379
952,MATH 674 (Topic 3) Online - Winter 2022,2021-12-22 14:50:49.576000 UTC,2022-04-23 16:53:00.474000 UTC,65,43880
771,PSYCH 292 Online - Spring 2021,2021-05-10 04:07:00.441000 UTC,2021-08-12 15:22:11.757000 UTC,65,30526
981,EARTH 238 Lab - Winter 2022,2022-01-05 23:30:40.424000 UTC,2022-04-07 14:27:11.667000 UTC,65,14855
710,MATH 217 - Winter 2021,2021-01-11 06:26:44.207000 UTC,2021-05-10 04:01:04.178000 UTC,64,128740
979,MATH 217 - Winter 2022,2022-01-05 06:47:05.791000 UTC,2022-04-29 04:41:45.526000 UTC,64,116331
971,CHEM 262L - Winter 2022,2022-01-05 14:40:21.535000 UTC,2022-05-02 01:56:32.686000 UTC,64,56206
705,ECON 211 - Winter 2021,2021-01-11 05:55:14.780000 UTC,2021-05-05 15:59:42.694000 UTC,64,36535
815,CS 360 - Spring 2021,2021-05-11 03:10:23.191000 UTC,2021-08-10 23:02:08.521000 UTC,64,15369
99,ACTSC 331 - Fall 2018,2018-09-06 04:17:59.998000 UTC,2018-12-16 07:46:49.785000 UTC,64,14263
131,MATH 217 - Fall 2018,2018-09-06 18:49:44.724000 UTC,2018-12-06 16:15:50.104000 UTC,64,12851
600,MNS 101 - Fall 2020,2020-09-14 15:39:43.709000 UTC,2020-12-15 19:53:23.127000 UTC,63,59114
140,CHEM 262L - Fall 2018,2018-09-09 23:53:08.291000 UTC,2018-12-19 17:03:52.536000 UTC,63,17266
953,MATH 674 (Topic 6) Online - Winter 2022,2022-01-13 18:32:11.203000 UTC,2022-04-19 01:14:37.583000 UTC,62,51870
277,MATBUS 471 - Fall 2019,2019-09-04 04:08:51.054000 UTC,2019-12-03 22:00:08.628000 UTC,62,46927
550,MATH 106 - Fall 2020,2020-09-08 04:43:30.185000 UTC,2020-12-16 19:02:12.150000 UTC,62,42674
328,CHEM 140 - Winter 2020 Thursday,2019-12-06 17:04:07.656000 UTC,2020-03-26 17:54:48.930000 UTC,62,36514
598,CHE 231 - Fall 2020,2020-09-08 22:56:27.633000 UTC,2020-12-15 00:18:47.367000 UTC,62,22953
198,Actuarial Science Applicants Test Winter 2019,2019-02-08 18:23:32.804000 UTC,2019-08-30 22:45:51.958000 UTC,62,6121
881,AFM 425 Fall 2021,2021-08-07 19:49:44.433000 UTC,2021-12-14 05:12:27.476000 UTC,61,152625
547,MATH 218 Fall 2020,2020-09-08 04:08:16.229000 UTC,2021-01-05 05:25:39.548000 UTC,61,128000
763,MATH 228 Online - Spring 2021,2021-04-14 21:16:46.394000 UTC,2021-09-08 01:09:05.094000 UTC,61,86245
1049,COMM 101 - Spring 2022,2022-05-02 08:30:31.954000 UTC,2022-08-22 19:40:09.175000 UTC,60,88178
788,COMM 321 - Winter 2021,2021-04-21 23:31:11.418000 UTC,2021-04-23 16:20:39.975000 UTC,60,13485
313,MATH 127 Online - Winter 2020,2019-12-06 21:19:50.357000 UTC,2020-04-23 02:51:50.308000 UTC,59,117509
498,ENVE 279 - Fall 2020,2020-09-08 04:34:05.025000 UTC,2020-12-26 16:31:18.338000 UTC,59,97508
667,SDS 250R/SWREN 250R Online - Winter 2021,2021-01-11 17:12:19.302000 UTC,2021-04-28 22:34:03.372000 UTC,59,56481
317,MATH 674 (Topic 3) Online - Winter 2020,2019-12-13 16:22:24.702000 UTC,2020-03-29 17:58:10.675000 UTC,59,47650
293,CHEM 120 BJTU - Fall 2019,2019-09-04 06:03:05.304000 UTC,2019-10-28 15:56:42.367000 UTC,59,32415
411,CHEM 140 - Spring 2020,2020-04-15 15:10:48.944000 UTC,2020-07-30 19:43:29.086000 UTC,59,31696
590,CHEM 254 - Fall 2020,2020-09-08 10:46:55.108000 UTC,2020-10-25 12:19:23.251000 UTC,59,15160
885,COMM 433 - Spring 2021,2021-08-12 14:49:34.019000 UTC,2021-08-16 07:58:41.956000 UTC,59,13656
357,MNS 101 - Winter 2020,2020-02-24 04:18:15.708000 UTC,2020-04-16 04:08:32.337000 UTC,58,48585
743,MNS 102 - BJTU - Winter 2021,2021-04-23 00:56:04.177000 UTC,2021-06-22 16:47:51.498000 UTC,58,42382
742,MNS 101 - BJTU - Winter 2021,2021-03-03 23:22:07.411000 UTC,2021-06-19 02:40:20.544000 UTC,58,38807
134,CHEM 120 - Fall 2018 (BJTU),2018-09-03 07:58:32.584000 UTC,2018-10-28 15:19:34.967000 UTC,58,32499
1046,CHEM 140 S22,2022-05-02 14:36:31.468000 UTC,2022-07-15 21:33:37.220000 UTC,58,29237
886,COMM 321 - Spring 2021,2021-08-12 16:27:10.175000 UTC,2021-09-08 03:35:30.537000 UTC,58,10037
1004,MNS 322 - Winter 2022,2022-01-17 17:08:22.571000 UTC,2022-04-13 19:04:37.965000 UTC,58,6325
878,CHEM 121 - Fall 2021 - BJTU,2021-09-05 11:11:23.869000 UTC,2021-12-29 14:32:02.752000 UTC,57,46787
359,MNS 102 - Winter 2020,2020-04-17 04:19:37.987000 UTC,2020-06-07 04:33:38.043000 UTC,57,43386
371,SDS 250R/SWREN 250R Online - Spring 2020,2020-05-11 04:57:36.770000 UTC,2020-08-17 13:38:40.885000 UTC,57,39334
959,SDS 250R/SWREN 250R Online - Winter 2022,2022-01-05 14:18:29.450000 UTC,2022-04-16 03:57:08.648000 UTC,57,36659
460,EARTH 123 - Fall 2020,2020-11-16 00:55:12.998000 UTC,2021-01-11 08:20:13.495000 UTC,56,72516
833,ACTSC 232 Online - Fall 2021,2021-09-08 12:05:49.978000 UTC,2022-07-20 18:24:19.585000 UTC,56,50557
283,CHEM 140 - Fall 2019,2019-08-27 20:00:41.077000 UTC,2020-05-12 03:17:02.358000 UTC,56,46937
772,SDS 250R/SWREN 250R Online - Spring 2021,2021-05-10 15:52:48.184000 UTC,2021-09-07 12:01:50.260000 UTC,56,39824
557,CHEM 121 - Fall 2020 - BJTU,2020-09-23 09:17:19.175000 UTC,2020-11-15 02:08:46.853000 UTC,56,32942
431,MATH 115 Spring 2020,2020-05-21 19:34:10.758000 UTC,2020-08-06 03:16:46.580000 UTC,55,32830
875,CHEM 140 - Fall 2021,2021-07-29 14:25:02.555000 UTC,2021-12-19 12:54:01.585000 UTC,55,31372
282,AMATH 250 - Fall 2019,2019-09-04 12:30:50.975000 UTC,2019-12-20 17:02:29.031000 UTC,55,27438
522,MATH 674 (Topic 4) Online - Fall 2020,2020-08-21 19:58:15.624000 UTC,2022-07-13 20:25:17.167000 UTC,54,57631
942,MATH 103 Online - Winter 2022,2022-01-05 14:40:51.017000 UTC,2022-08-11 20:07:17.785000 UTC,54,48486
352,CHEM 400/CHEM 750 - Winter 2020 Ultrafast Spectroscopy,2020-02-06 18:33:40.090000 UTC,2020-05-02 16:54:51.569000 UTC,54,29204
762,MATH 225 Online - Spring 2021,2021-05-10 04:41:02.052000 UTC,2021-08-23 17:50:39.970000 UTC,54,17333
458,CS 360 - Spring 2020,2020-05-23 02:28:25.388000 UTC,2020-08-11 23:19:30.226000 UTC,54,15949
318,MATH 674 (Topic 6) Online - Winter 2020,2019-12-19 22:08:23.173000 UTC,2020-04-13 20:41:24.141000 UTC,53,50531
1018,MNS 101 - BJTU - Winter 2022,2022-03-04 18:57:39.742000 UTC,2022-05-06 01:38:25.772000 UTC,53,47826
274,MNS 101 - Fall 2019,2019-09-11 01:39:42.899000 UTC,2020-01-05 15:26:11.956000 UTC,53,31184
879,CHEM 254 - Fall 2021 - BJTU,2021-09-09 01:34:59.858000 UTC,2021-11-05 00:15:55.555000 UTC,53,30873
1132,CHEM 121 - Fall 2022 - BJTU,2022-08-26 10:58:59.029000 UTC,2022-08-31 18:16:27.746000 UTC,53,9009
244,CHEM 120L - s'19,2019-05-08 20:39:41.901000 UTC,2019-08-01 20:04:44.765000 UTC,53,6691
209,MATH 228 Online - Spring 2019,2019-03-15 21:11:50.565000 UTC,2019-08-21 15:38:10.161000 UTC,52,86935
315,MATH 228 Online - Winter 2020,2019-12-02 20:35:25.317000 UTC,2020-04-19 03:38:39.031000 UTC,52,64050
943,MATH 104 Online - Winter 2022,2021-12-03 16:15:47.245000 UTC,2022-05-01 13:45:54.929000 UTC,52,61552
523,MATH 674 (Topic 5) Online - Fall 2020,2020-10-12 08:41:01.961000 UTC,2021-01-04 19:36:14.841000 UTC,52,53202
1019,MNS 102 - BJTU - Winter 2022,2022-05-09 01:40:50.574000 UTC,2022-06-19 01:12:35.371000 UTC,52,45011
214,PSYCH 292 Online - Spring 2019,2019-05-06 05:39:50.594000 UTC,2019-11-22 19:57:50.129000 UTC,52,20276
846,MATH 225 - Fall 2021,2021-09-08 15:00:30.841000 UTC,2021-12-15 22:43:05.980000 UTC,52,19306
579,AMATH 251 - Fall 2020,2020-09-08 04:22:18.684000 UTC,2021-01-05 07:35:59.473000 UTC,51,149670
935,COMM 101 Online - Winter 2022,2022-01-05 12:15:49.422000 UTC,2022-04-28 20:41:13.289000 UTC,51,85203
267,MATH 630 Online - Fall 2019,2019-08-07 19:00:13.618000 UTC,2020-01-06 01:48:56.283000 UTC,51,60811
1029,MATH 228 Online - Spring 2022,2022-03-14 19:15:31.611000 UTC,2022-08-06 23:21:38.057000 UTC,51,60721
561,CHEM 140 - Fall 2020,2020-07-29 17:30:35.654000 UTC,2020-11-27 15:06:25.767000 UTC,50,17536
963,STAT 321 Winter 2022,2022-01-05 05:20:04.740000 UTC,2022-04-11 21:06:07.136000 UTC,50,16059
473,AMATH 390 - Fall 2020,2020-10-16 21:33:17.292000 UTC,2021-12-16 15:51:39.273000 UTC,50,10673
183,MATH 128 - MATH 127 Review Materials,2019-05-27 16:31:21.243000 UTC,2021-03-27 23:42:52.547000 UTC,50,3908
1008,ACTSC 221 - Winter 2022,2022-01-05 15:53:17.798000 UTC,2022-04-25 16:41:58.064000 UTC,49,41288
921,PMATH 348 - Winter 2022,2021-12-09 21:04:17.014000 UTC,2022-04-05 01:30:36.118000 UTC,49,16312
183,MATH 128 - Winter 2019 - MATH 127 Review Materials,2019-01-09 20:40:25.915000 UTC,2019-05-06 01:02:46.246000 UTC,49,1735
546,MATH 225 Fall 2020,2020-09-30 19:44:12.997000 UTC,2021-01-02 05:28:07.770000 UTC,48,38459
102,MATH 674 (Topic 4) Online - Fall 2018,2018-08-15 13:52:01.889000 UTC,2019-01-05 20:06:56.146000 UTC,48,25810
783,MATH 137 - Spring 2021,2021-05-05 14:21:46.511000 UTC,2021-08-05 11:59:58.598000 UTC,48,24671
948,MATH 228 Online - Winter 2022,2021-12-20 18:46:06.823000 UTC,2022-05-01 16:21:38.328000 UTC,47,83671
699,STAT 372 - Winter 2021,2021-01-11 05:20:00.798000 UTC,2021-03-29 20:59:41.589000 UTC,47,36626
649,MATH 104 Online - Winter 2021,2021-01-11 05:57:02.837000 UTC,2021-05-10 03:30:53.214000 UTC,46,71875
995,MATH 225 Winter 2022,2022-01-05 07:28:49.683000 UTC,2022-04-18 19:27:00.223000 UTC,46,16214
972,CHEM 265L - Winter 2022,2022-01-05 14:00:34.651000 UTC,2022-04-05 17:55:30.778000 UTC,45,22326
119,ACTSC 232 Online - Fall 2018,2018-08-27 18:06:29.522000 UTC,2019-01-06 23:19:43.986000 UTC,44,75211
109,AFM 425 - Fall 2018,2018-09-06 17:02:42.002000 UTC,2018-12-15 02:14:42.197000 UTC,44,60801
668,STAT 220 Online - Winter 2021,2021-01-11 08:05:44.247000 UTC,2021-04-26 16:47:16.489000 UTC,44,51591
171,SDS 250R/SWREN 250R Online - Winter 2019,2019-01-07 05:30:28.465000 UTC,2019-04-18 19:03:26.163000 UTC,44,32098
386,PMATH 340 - Spring 2020,2020-05-07 00:26:12.279000 UTC,2020-08-06 11:14:54.098000 UTC,44,3448
265,MATH 127 Online - Fall 2019,2019-07-23 13:47:49.329000 UTC,2019-12-12 07:11:37.450000 UTC,43,98767
1034,MATH 661 Online - Spring 2022,2022-04-13 18:15:44.983000 UTC,2022-08-31 15:57:26.797000 UTC,43,56095
322,SDS 250R/SWREN 250R Online - Winter 2020,2019-12-05 17:28:12.190000 UTC,2020-04-30 07:43:56.086000 UTC,43,30451
94,MATH 674 (Topic 5) Online - Fall 2018,2018-08-17 13:27:50.771000 UTC,2018-12-27 19:29:08.459000 UTC,43,25617
461,CHEM 335L - Fall 2020,2020-06-09 19:19:25.517000 UTC,2021-08-11 19:16:53.590000 UTC,43,19521
655,MATH 225 Online - Winter 2021,2021-01-10 22:39:42.616000 UTC,2021-05-09 15:34:45.070000 UTC,43,13654
1039,SDS 250R/SWREN 250R Online - Spring 2022,2022-05-02 04:09:57.605000 UTC,2022-08-05 03:58:23.421000 UTC,42,31236
290,MATH 128 - Fall 2019,2019-09-04 14:39:13.979000 UTC,2019-12-12 09:42:52.085000 UTC,42,10626
249,BIOL 240L - Spring 2019,2019-05-23 19:25:22.746000 UTC,2019-08-20 14:14:06.478000 UTC,42,2052
1048,STAT 372 Spring 2022,2022-05-02 04:22:57.734000 UTC,2022-06-19 02:10:31.395000 UTC,41,40117
521,MATH 643 Online - Fall 2020,2020-08-21 18:03:25.100000 UTC,2020-12-08 03:33:18.934000 UTC,41,28114
786,CHEM 140 - Spring 2021,2021-04-21 15:41:51.874000 UTC,2021-07-30 16:31:14.507000 UTC,41,18945
918,CHEM 370 - Fall 2021,2021-09-20 17:14:11.388000 UTC,2021-12-11 23:00:56.465000 UTC,41,4995
951,MATH 631 Online - Winter 2022,2021-11-26 17:56:18.665000 UTC,2022-04-28 14:10:56.749000 UTC,40,101432
656,MATH 228 Online - Winter 2021,2021-01-11 06:08:47.651000 UTC,2021-05-07 05:57:21.436000 UTC,40,78332
888,STAT 221 Fall 2021,2021-09-12 05:08:07.271000 UTC,2021-12-23 03:18:33.604000 UTC,40,20593
847,MATH 228 Online - Fall 2021,2021-08-23 15:11:19.209000 UTC,2021-12-16 03:24:01.084000 UTC,40,9983
307,ACTSC 232 Online - Winter 2020,2019-12-12 21:46:54.176000 UTC,2020-04-27 20:17:35.805000 UTC,39,60678
574,COMM 433 - Spring 2020,2020-08-10 22:53:14.774000 UTC,2020-08-24 23:44:10.513000 UTC,39,9122
1063,ACTSC 221 - Spring 2022,2022-05-02 20:34:28.740000 UTC,2022-08-02 22:39:50.417000 UTC,38,41971
396,ME 123 Master,2020-05-20 14:38:15.290000 UTC,2020-06-17 16:04:57.031000 UTC,38,1542
975,COMM 101 - Winter 2022,2022-01-05 09:08:06.517000 UTC,2022-04-30 15:10:22.494000 UTC,37,53664
578,ECE 206 Fall 2020,2020-09-08 13:22:52.350000 UTC,2020-12-20 04:02:10.031000 UTC,37,41324
215,SDS 250R/SWREN 250R Online - Spring 2019,2019-04-25 14:14:48.924000 UTC,2019-09-04 03:29:36.215000 UTC,37,23980
114,SDS 250R/SWREN 250R - Fall 2018 (Section 003),2018-09-06 20:00:12.464000 UTC,2018-12-15 00:33:34.463000 UTC,36,26620
720,EARTH 390 - Winter 2021,2021-02-13 22:16:51.182000 UTC,2021-04-16 00:11:34.047000 UTC,36,13771
258,MATH 641 Online - Fall 2019,2019-08-15 19:18:27.682000 UTC,2019-12-18 05:40:27.926000 UTC,35,43921
851,MATH 641 Online - Fall 2021,2021-08-25 13:12:25.234000 UTC,2021-11-03 01:39:19.066000 UTC,35,28587
775,STAT 334 Online - Spring 2021,2021-05-10 05:53:20.157000 UTC,2021-08-06 11:54:14.876000 UTC,35,7765
1058,ENGL 306A - Spring 2022 (002),2022-05-15 14:14:31.712000 UTC,2022-08-22 19:38:22.955000 UTC,35,6917
1053,ECE 206 Spring 2022,2022-05-02 04:28:01.349000 UTC,2022-08-12 17:41:06.829000 UTC,34,22412
801,MATH 115 Spring 2021,2021-05-15 07:19:25.207000 UTC,2021-08-13 02:06:28.532000 UTC,34,16820
989,ECON 211 - Winter 2022,2022-01-05 11:35:36.199000 UTC,2022-04-30 01:37:25.780000 UTC,34,8104
968,COMM 433 - Fall 2021,2021-12-20 12:13:06.216000 UTC,2022-01-04 15:46:33.769000 UTC,34,7471
379,MATH 135 - Winter 2020,2020-03-20 19:32:24.548000 UTC,2020-04-12 20:38:41.147000 UTC,34,1249
1033,MATH 640 Online - Spring 2022,2022-03-17 18:59:05.728000 UTC,2022-08-04 02:21:56.457000 UTC,33,15195
663,MATH 682 Online - Winter 2021,2020-12-28 08:41:06.749000 UTC,2021-08-05 14:47:36.727000 UTC,33,12473
858,STAT 334 Online - Fall 2021,2021-09-08 12:59:07.298000 UTC,2022-01-05 03:33:23.405000 UTC,32,37278
320,MATH 683 Online - Winter 2020,2019-12-13 14:37:44.305000 UTC,2020-05-04 02:20:48.642000 UTC,32,8744
766,MATH 650 Online - Spring 2021,2021-05-10 04:51:01.163000 UTC,2021-08-23 11:04:57.828000 UTC,31,94087
442,ECE 206 - Spring 2020,2020-05-11 07:02:15.782000 UTC,2020-08-24 00:22:30.129000 UTC,31,35004
167,MATH 630 Online - Winter 2019,2018-11-29 16:29:30.872000 UTC,2020-05-27 15:22:20.099000 UTC,31,28452
291,PHYS 224 - Fall 2019 - Electromagnetism for Life and Medical Physics,2019-09-04 13:37:15.352000 UTC,2019-11-23 01:27:23.707000 UTC,31,20257
852,MATH 674 (Topic 7) Online - Fall 2021,2021-10-13 14:16:13.526000 UTC,2022-01-04 22:02:18.454000 UTC,29,50390
1135,ECON 600 - Fall 2022,2022-08-22 16:01:44.303000 UTC,2022-08-31 23:59:43.110000 UTC,29,13482
1062,MATH 128 - Spring 2022,2022-05-04 16:30:25.030000 UTC,2022-08-04 19:27:25.986000 UTC,29,13358
261,MATH 674 (Topic 9) Online - Fall 2019,2019-08-13 19:52:18.570000 UTC,2019-12-10 23:58:37.271000 UTC,28,30535
225,ACTSC 331 - Spring 2019,2019-05-06 17:17:13.200000 UTC,2019-07-31 00:15:21.783000 UTC,28,4418
1057,ENGL 306A - Spring 2022 (001),2022-05-16 00:41:39.315000 UTC,2022-08-22 15:15:31.645000 UTC,28,4236
923,PMATH 446/PMATH 646 - Winter 2022,2021-12-12 05:09:26.184000 UTC,2022-04-10 03:50:58.782000 UTC,28,3769
632,ACTSC 455/ACTSC 855 - Winter 2021,2021-01-11 05:38:59.927000 UTC,2021-03-16 00:50:57.346000 UTC,28,2727
487,MMT - MATH 692 Fall 2019 Material,2020-07-17 22:00:18.138000 UTC,2022-08-30 21:09:35.026000 UTC,28,575
260,MATH 674 (Topic 7) Online - Fall 2019,2019-09-30 15:14:23.742000 UTC,2019-12-18 06:39:27.074000 UTC,27,34895
133,PHYS 224 - Fall 2018 - Electromagnetism for Life and Medical Physics,2018-09-07 12:08:58.139000 UTC,2020-09-09 01:21:38.548000 UTC,27,33235
704,CHEM 335L - Winter 2021,2021-01-05 19:04:01.621000 UTC,2021-10-12 19:01:19.860000 UTC,27,10378
316,MATH 631 Online - Winter 2020,2019-12-19 19:28:53.042000 UTC,2020-06-22 13:44:25.465000 UTC,26,75535
182,MATH 128 Online - Winter 2019 - MATH 127 Review Materials,2019-01-07 19:14:37.000000 UTC,2019-04-12 17:16:50.398000 UTC,26,2051
1060,MNS 221 - Spring 2022,2022-05-09 19:28:18.081000 UTC,2022-08-12 01:29:11.760000 UTC,25,31827
465,ECON 600 - Fall 2020,2020-08-24 16:27:32.580000 UTC,2020-09-11 15:58:16.349000 UTC,25,15827
659,MATH 630 Online - Winter 2021,2020-12-29 19:21:18.241000 UTC,2021-04-18 00:30:31.052000 UTC,24,28362
