userId,tot_actions
02ae7f98-9d74-4112-9d6f-bd2385a4b847,2080
023c4e32-c315-4f06-aa73-b386a9677479,948
008d1f43-a57d-4f27-b77a-0ec71c125c73,2249
01cfce60-89af-4744-933d-177b6b4d23ea,1096
0397daac-e202-460d-9ab0-dae808bb03b8,3045
040173d4-3ac8-4901-8489-b14f259ab300,34
5ed747c4-275d-45ee-aa62-98dcff395e03,3044
5e030749-27d3-4d9f-b3fd-170630824aef,6465
60dec242-036a-48b3-8e10-fab4aa0996c3,954
5ebc7d31-b52f-4410-8666-dec7187cbb12,1765
5ccb664f-c48a-4634-bbf1-28d5871afca4,4800
5e3e2bfb-954b-4277-b0cd-969ce6788d6b,1638
5d0938a3-ffc5-483b-8d8f-978498694230,1143
5d7c83d8-48f4-452b-bbee-28b751426ed7,2045
603f4444-8b1d-42ff-814e-ad1b9784916f,4485
6094174b-2a1a-4606-88d7-46a065669f92,794
5e82fe67-411b-41b0-89e7-a0ff56fbbdef,2485
5e8433fe-f0b0-426b-9c81-45ec42fbb6df,1397
5daaa57a-c280-4ff8-9351-fb6daf8f141c,2427
5d05b3c7-44ac-4308-a09c-4b522faf2f1c,2059
5e2e8cfc-203d-4d1d-96aa-771a3ff77e35,2773
6082e3f9-9901-4718-bb1b-8bf5751756de,708
5f3d1cde-1321-4b94-b009-249bff9736a3,2955
5c3ebe13-8d4b-48b2-b782-80819fc4d6d5,1774
60a1302e-e979-416b-bcb2-0e7b18d6066a,1361
6175e955-bee2-468f-9f32-be414ef7bf7a,1473
5c664c8a-5e8a-46f4-8a4a-d215d75cb641,68
5d7eac59-e668-40b7-92bb-91316dcf3dc3,12
75e2ab47-ccd0-495f-a98f-e080e07a9682,1504
77b4ae23-925f-4aba-9864-3d86d730f734,944
75a262a6-5eb2-409b-82c3-de36321b9de6,1060
7803f55c-c516-4ed6-b606-6730f572f70a,3605
780b7975-c7ce-4494-96fd-6106a85b4c61,1434
753a9446-abc6-4aba-b041-43ea84d9ef6e,2073
77cb9bc4-419d-444f-84ef-17d0915f4213,3894
73ed8f84-30e6-4398-87ff-0ef9dda6de4c,3882
744962dd-bd1f-4715-acd7-0e54465dd035,1384
75755dec-0ca9-4953-a482-c74c1323d665,3437
75d67bbc-cc99-47c4-b7fa-6835da1633a1,1601
74f93d63-b80d-4b12-9449-38b8e2d9ca0a,1817
74107f04-c128-43ff-943f-1981d9f9d2f7,2985
76d2773c-8057-49bb-a404-9cf0e33c2c29,1167
758de5df-9345-4484-98a2-ab1b198b4b88,21
1a6d9dfe-df4e-432a-a2dc-34fa89cbe8db,2249
1a6381dd-feb3-431f-9540-d55f446abe97,5092
1bef4de7-5194-4e40-be8a-30a86b9dcb36,2732
1c6bacb9-30da-4fa0-aaf8-5e5e877a32d7,3115
1a5b6123-5221-49b1-8614-8c4eb30920da,1867
1c452fa1-d1cd-4f5f-97dd-881401c817de,1984
1b5ec7d6-3168-4ed9-90c1-b2a097280938,3298
1cad0b00-48af-42ce-bf54-23a4831a8b8a,4236
1c36c854-27e3-4043-9d7c-99321bd09d48,2083
179b9ef8-e8c5-45d5-8797-db60216b0bb6,4493
18cb6797-3137-4d68-ba52-30b9d007911c,1325
1a806937-12eb-4820-ad89-724acd523260,1591
1813ff44-b7c2-4df5-ae6e-cb8b672c52fa,1689
18ca9339-4add-4434-b2a7-3a1d764872d7,2507
17d16681-d098-45fc-a5b5-21523dc8a62c,672
1ac31c29-1443-4e5f-9ed3-4d8ed823133a,1099
195d2db0-770a-4285-a92b-aeeac98a86dd,2748
48fefd70-aa00-45fa-af38-bb83be791301,1866
497915b9-b9dd-4bcd-afb3-8405054eb733,3152
4a2f2e4a-a1c9-4a29-8549-823197a0b2e2,2384
4c0059a6-5d2b-47aa-ba74-57210c79f21b,1327
490a5d9a-61aa-432a-a473-08991d715596,2592
4a1978d0-037a-4cf0-9255-522a1da703d2,3511
4b68fafc-0e01-4bc7-890d-15e66abb0e41,3232
47dc5451-2f2d-480d-ba6e-cf38d16ff5b0,1128
48358f98-390b-4c02-912a-af9582006458,2391
4e08433a-e09c-41d7-83c9-28b73d226aed,2638
58e95256-22b7-48df-9c28-5928de60f356,1890
55e25cb3-e819-4c22-a99d-ac38e12da64a,1155
5681e1e6-66f0-4063-b8b2-349eaf302fa9,1517
56474cc9-52bd-49b2-886c-d6fa605053fb,1918
5958cfe2-ec56-418f-aac2-09a58a4e16b1,1941
5591cfe2-378c-44c9-8128-27302b9b1dea,1616
56b5d1d1-e515-4b69-858c-8779fe77adca,2054
56b2ed6f-b207-4e5d-a151-50c50748d7c8,2801
5a4c2e28-cf5b-4e60-8016-62cb588e7c12,2863
55f1cc47-d30f-4cd5-b57c-1d0e12b02bc8,1276
58e62dc1-487a-4d04-9732-21d866905a91,3374
5a9e7b53-7254-42e9-8d33-0c9981d35c31,5532
5be9564c-de06-480c-b687-2637c91896bd,2831
5b6504b0-2bdf-46a3-b66c-60443d66ea51,1979
5a14fa57-c453-4108-88cb-031094166182,1173
5ab67222-0250-40e6-87ab-de58fd2c20ce,2418
5a29d031-89f7-4d3a-96d4-10f9e50aea3d,872
5a7b4fe7-1d6a-4965-9549-79f0e742bd7d,77
52bea01c-a39d-47d8-95c9-82d310249922,2524
4ef07137-ca99-40b7-b7a3-13ad31941965,6439
4e923e24-598a-48b0-b93f-be0d81b9ff2a,1785
533e433e-fab1-4ea8-9fe6-68980e3b950b,1693
530a8242-b31c-4c1c-a19f-222b228b81d8,846
50eb2685-7ff5-4650-8c7f-ec13420b54b2,3018
538c0cca-ed6d-429b-9634-60f1e4b823e4,4542
53b13a63-ff1c-4584-85ab-7a3c98913f45,1962
50eee9d0-cb7e-404e-b1e7-5ba473bb1925,2299
4e9e2c0c-5e88-46dd-983c-6098bb57372d,2763
551640b5-4fd0-472b-81b2-521afad22451,1438
52470df1-28fa-416e-9f4b-0e096c35f1f9,3351
5480ec15-1421-48af-9e00-4160acb248d3,1226
53a44ed8-74f7-4edf-b71e-eacc4e91e6f2,1411
4e7dd7ed-f25b-46d2-9c84-70fbec37b26a,2859
50802182-6907-4639-9977-15bdbfd74e6d,110
54572e8f-76ec-448f-b703-5901f0ec1fae,67
5498b5d7-fc01-4e53-bdcc-03ab7618985f,2
61c586c5-41a2-442d-93fc-0e43e4667585,3778
61f619dc-7b66-4a9d-ab05-6d494f911f64,1032
63289013-2b98-47c3-a24c-5f441379b33d,2799
649b1fc6-8255-4bee-a49b-fc5508b2fec3,2177
61b1cd32-68bd-4de4-8714-a7f703e9e20e,2920
6432ca92-8f0f-4b9e-b7bc-be33ddbcbcae,1657
643a7b4c-2991-4b40-9414-29423e7dae1b,1144
656e6b3b-87a4-425f-a1d7-c66a60e5bbdc,3303
62f2623a-d4c9-4622-a29d-68ef77d0d25c,838
61fb4a26-8682-4cb7-bb03-7cfd400e70b6,3498
619e0a30-5cb9-42ef-912e-d53831bdb77c,942
8164154e-3afa-4509-98a5-78ade2db423b,4377
7f3bae75-ab53-4c94-839c-a61bc6241241,845
7f32cd7f-5264-4dc4-9dcb-e014639e97f3,1748
7dcf8600-71ea-44b1-a750-2c7ab8df59fc,2693
812383ae-b274-4321-8b63-64b35b1632f5,2605
806b8c4a-8270-4dd5-aab5-12e85509de74,1215
7d865bc9-7ec5-4521-8b2b-1725b241e060,2877
7e2b5085-f02b-4088-ac39-d233eb84370c,1350
7dbafb69-e324-4ca6-95e1-867d2d312bcb,1255
81926440-7b2f-4b32-8bf4-d3d5767a769f,1820
7ded37a0-1361-47bc-af3a-05d64044bae8,1723
7ee594af-2ce7-4630-b242-e196c39689d3,1764
7fabcf18-f776-457c-a211-1266766d3faa,2017
8088654e-4ddf-4599-9fbf-391fc91ea865,1070
7ed0f611-8223-406b-8add-5ad1d5a79c4a,29
714f7bc5-77cd-400e-95b6-a52d0761af95,2756
70d29dda-1bdd-4e30-ae68-194be3a87388,1343
718078a1-e6b6-4cb3-bab1-ee3c9531d352,2727
70fb51c8-e0d3-4b74-9c66-3455686c5b60,1293
71672e07-982a-4d40-802d-7fbeb7af2eb6,2612
6fe6de0f-b6ba-409b-b8cd-b8d8a2543f40,1144
71dd4af6-04e4-404e-b4c1-34dd9e1e31b6,1262
70a2bb0a-4685-456f-b931-65da00bff28d,1946
921b9af8-c20f-4e97-bfa1-5086b52b608d,2938
9272a9b8-3dea-4027-ac3f-96e0e077572b,3433
9283e49c-c541-474c-938a-3482849a96d9,4157
9152cc14-8cc5-4218-a72c-41c1b6bfc294,1343
91c343a1-09c9-4579-831d-9dec8416fe8f,2515
8e7b0570-bfbe-4087-b93c-17e696128050,2809
91a1cfbd-0f0b-44a9-9f4d-c8ed16feba68,2537
9246bbf2-381d-4d3f-9b1b-3b9c4129b62d,1939
8de002b9-d176-4d28-b5fc-58fcaa1c5d73,1185
8feeb1d5-157d-4e93-94f0-8116f49d73b6,1142
9081fa32-ade9-4415-acba-4620b4a8fd1d,3140
8f40461d-9ffa-4120-a61e-334b0a4770db,1479
924472a4-6e8b-4ab7-8267-c0669fa70022,1816
8fab5f0b-6eca-4078-8136-3dc5e6e5a046,271
966e4b7e-761f-403a-a4c5-faabe0ef4253,2982
94243cd2-3d2e-4d08-a3d8-b699c10bdc66,3331
949d73d3-ae1f-4392-83ba-913bd0588a8d,2566
95f1ab84-e80b-4b7e-9272-b5db26d523c7,1389
96402cbd-d9e0-455b-aacb-aeba54f9de7d,3095
93de7435-a622-4d94-9059-be69db19e32b,1097
95624905-b0c6-429d-ae6e-1f454de260fe,4522
95d6f4a6-610b-4a10-93d9-4d5fc150b02e,1867
9498d76f-f10e-4519-bbec-28212349376c,3517
9459e549-6298-47a2-be02-75ee4233f0ae,2089
96bec9fa-4b79-4eb2-b02f-0fb477d0c01f,38
88a43cd5-7635-4a43-955b-9b4d277e4cbd,1454
89b78d2a-b5d6-4e3e-8f5c-010e374428a5,1554
8c68f50c-0507-44e4-a6fa-abe77ae30e78,2868
8cab405b-0a96-49dd-807c-4d998129a34d,3746
8d26c25a-4173-4568-8c35-96d4422d6833,2351
89409f65-1252-4413-a20c-eae6eaec3479,3111
8b952542-c68b-4e93-8337-099c85259292,3064
8869d995-cc22-4da4-997e-b9ddf11ed195,2052
8a87e836-7c66-44db-acb3-c972ec463c15,6147
8c38344c-3bd6-4aca-8b89-1dc861b7f18f,5310
883f2cdc-1ff3-4720-9a39-ee6a5c6fc64b,2662
8aabfc4b-aff2-4951-9610-015d32266f3b,1750
8ced4353-5200-4ad7-a8ef-e82de630bb99,2620
89ebc6d3-57bb-4fbf-9c92-52dfa17dfe53,44
7d02104e-a657-49ef-b664-d4667c824ce6,1844
783e9568-5a31-4767-b955-b500682d8c7b,2676
7b6595fe-2b1b-4f11-a079-bc6c183cda4c,1108
7c79a53d-c0e4-4162-aa0a-bda671982db2,2043
7884eece-d700-4a66-bdf8-9ae4e947930a,2282
7c55eb1a-f447-4f7e-8d9f-2eb94dc13fd2,4809
7d27c76f-6db0-4dae-8296-d305b7a5a6d4,405
7a5ccf00-e92c-47ba-9619-c82c69a16704,1404
7cceb593-3623-4ff5-91f5-f95274195e76,2406
79ddc3d9-8ef5-4741-9854-8a76be42e470,4067
78aa747c-b69e-432c-9e04-d1b294e909c5,1441
7b2556b6-1d09-4162-8ba7-4441a8cd45a0,1698
7a09fbc8-9fa1-46c9-8f44-e04c42474bac,3650
79d1c9b6-dcf2-4887-9e51-d114de129254,1585
79f1b42e-23af-4cc7-9e19-dc6a806fafdd,773
78d82ef2-01dd-4414-91fd-a9bcc01ca8b5,1658
7cd3163f-acdb-494a-a698-b07069db0de8,2037
797123c3-88a5-4dcb-b8a4-9c3b997dd936,1719
7c6019fb-68b9-4e3f-9fa2-6f1cde421f3d,1097
a28c301d-1841-4e75-ae02-f642bd046051,2208
a1babb77-1cee-4e2a-8210-0e9c0cf62d33,4284
a0df23e7-1709-47a8-a0e6-11ac8a372151,932
a6ee9e35-dc4a-4c34-9827-a63ccf4fd7f4,2824
a742a5ce-2920-469e-9a87-80074fc07921,1725
a75b0c3b-1e9f-46b5-a0cd-023a7ed16bec,2621
a721c82a-2033-4063-9953-e7f583e5e34e,1953
a5faf1f5-b702-4d70-a6d4-b68d65a07fad,1086
a38024ae-28e2-4cc1-9eef-a9c76a0773e8,5904
a7ae806d-299c-49fc-b171-5dc80d49e08e,1881
a12cc267-4f8d-47a5-b633-c97c2d79ffbc,1453
a118dea6-8cea-4446-bfa9-e127eff6701c,1508
a61d6843-bd28-4632-81ef-bf762868bca7,2157
a1ebebb2-7922-4723-9210-d1308382c862,4711
a7878438-d9c7-459b-b737-e6d6bc2a9bbd,1358
a4cd0a00-7d10-4ed2-b553-8de77b4d8833,1765
a812b5a2-851b-478e-938e-f1b413c40984,2106
a5a7b183-37df-406e-a8de-7352a25f093e,2001
a2e3b1ac-cb37-4109-ab4c-2584237d03bf,2377
a2eca660-ab60-4031-9d55-bd184ab6ff75,4032
a72fec2b-d7d8-455f-b98c-9275a5ca0ebf,1458
a4f57a26-613b-4445-b766-74800350e761,627
a21d5acb-1768-4b4c-95f2-486696ffe879,1406
a772000b-875c-43a1-a405-a815a149f2a1,2
e9526c41-4bce-4011-bded-29712b48a59e,3038
eb2cec6b-d4b4-4d84-8734-acd2f8183261,2226
ebc690c9-7fba-41db-9a3d-2b4d8d836f25,2123
e7e274ed-2f6d-4a0b-a0a1-a8545c9440ab,1355
e9397917-3196-4d54-ab06-9362f684f1e2,2352
e99abc5d-be94-40bd-9851-63ea0cc7b644,2079
e86f8c79-ddff-4bde-a88b-300663d900fd,1348
e8158b2c-f7f2-4fa1-9bca-71601ce2ec2d,1746
eb6f11f5-d12c-4bc7-984b-c39097769b15,1001
ea5c770c-dde8-4fc4-8846-1177e4fe1edb,7
ad888612-9f4f-40d3-a4c0-9f67492e81ab,1808
ac9a663e-c5e2-4e06-95ab-8af3635e91f5,2200
a8f29a2d-4465-4667-9c4a-1875f51ade7c,1810
ac607029-fd7d-4638-8433-59d73268ece9,1292
ab669f5f-ab87-4fec-b4ce-16822f9145f9,2877
ad61f25b-e35d-445c-b0d5-7d109bdd8c65,2777
a8256697-b921-4c11-b74e-5f526d7efbd9,4469
ab916405-af36-40ca-9074-27635046af0f,4042
ab8bb2a0-ba6c-4700-a851-15e541629113,2131
ab166af7-ac3e-4565-bff8-5e7303ebaddf,1521
a92b3041-a0bd-4f93-b2dd-66b1f8577a4a,2202
acbdae27-ab93-44d2-8d66-6167a9749b69,826
ad885626-eee4-4d43-82e5-093b9e52dd04,1526
abe5e1cb-0202-48db-806b-16421b6b38af,3360
ee5831ed-52dc-487e-ab45-3a722d874383,2485
f3eb7d1d-a6d6-4397-9ed5-6c2dea4908c0,901
ecf9e183-3688-4cab-a2cc-a3c298a377c9,1895
eeb99f45-ecdc-48c3-95e9-c03d31c82a34,1976
f2efd93a-83b8-4642-8118-d69202e26dfc,1292
ede251e1-5564-48d3-9b60-76b06bad3710,3869
f0565048-7c99-49ee-8206-53af3c68a2f7,1718
edd1c443-9609-4b8e-976f-103a78715a98,606
f392275b-a258-4df9-846d-8a050a626b3a,1873
f32cba5e-8935-40da-9cef-d9d91ce7a4a0,3681
eed98488-037a-4413-a467-e0c40e8a67b9,6051
ed1820b5-79a5-469b-86d1-e5314c5aada7,2190
bb9bdf67-b093-4d18-8766-ca27bd1c8e05,8782
bd51ceed-36b6-4ccb-9cea-09601a589053,1780
bab963a8-49c9-496e-b1ad-fc9ac4dc534a,3345
bad71cf6-433f-48af-8dd6-d3226f07ba6f,2066
b93d20ed-ec02-4d2b-88e6-3ba56d17f501,5268
b8e45348-c65d-49b3-aa7f-33827146341d,3429
bbcfb168-0686-4676-b292-18200dd57774,1573
ba6b922a-560f-4215-9f9b-14efc73283be,2283
bababc5a-d80e-40eb-a717-2980c538c1f7,1345
bc52ef7f-5417-42a5-a9ab-e514fe053fe3,3322
